instrument_name,tick_size,taker_commission,strike,settlement_period,settlement_currency,rfq,quote_currency,option_type,min_trade_amount,maker_commission,kind,is_active,instrument_id,expiration_timestamp,creation_timestamp,counter_currency,contract_size,block_trade_commission,base_currency,underlying_price,underlying_index,timestamp,state,settlement_price,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,index_price,estimated_delivery_price,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,ask_iv,stats.volume,stats.price_change,stats.low,stats.high,greeks.vega,greeks.theta,greeks.rho,greeks.gamma,greeks.delta
BTC-21APR22-35000-P,0.0005,0.0003,35000.0,day,BTC,False,BTC,put,0.1,0.0003,option,True,215036,1650528000000,1650355260000,USD,1.0,0.0003,BTC,41186.77,SYN.BTC-21APR22,1650479469364,open,0.0,0.0,0.0001,0.015,0.0,75.83,,0.0,41183.13,41183.13,0.0,0.0,0.0,0.0005,35.0,199.9,,,,,0.0,0.0,0.0,0.0,0.0
BTC-29APR22-52000-C,0.0005,0.0003,52000.0,month,BTC,False,BTC,call,0.1,0.0003,option,True,212761,1651219200000,1648467795000,USD,1.0,0.0003,BTC,41179.81,BTC-29APR22,1650479469357,open,0.0,1322.8,0.0001,0.015,0.00026899,62.72,0.0005,0.0,41183.13,41183.13,0.0,0.0,0.0,0.0005,58.0,67.83,6.6,0.0,0.0005,0.0005,1.47885,-5.41638,0.08084,1e-05,0.00864
BTC-31MAR23-20000-C,0.0005,0.0003,20000.0,month,BTC,False,BTC,call,0.1,0.0003,option,True,212762,1680249600000,1648108860000,USD,1.0,0.0003,BTC,43177.36,BTC-31MAR23,1650479469362,open,0.57,0.0,0.5385,0.6155,0.56993898,73.28,,0.0,41183.13,41183.13,60.85,0.5545,13.0,0.579,13.0,79.59,,,,,59.60659,-6.33808,144.57795,0.0,0.92463
BTC-31MAR23-100000-C,0.0005,0.0003,100000.0,month,BTC,False,BTC,call,0.1,0.0003,option,True,212763,1680249600000,1648108860000,USD,1.0,0.0003,BTC,43177.36,BTC-31MAR23,1650479469360,open,0.04,389.2,0.013,0.1095,0.04178202,65.91,0.042,0.0,41183.13,41183.13,65.58,0.041,2.0,0.0435,21.0,66.63,1.0,0.0,0.042,0.042,102.38086,-9.79135,48.48978,1e-05,0.16074
BTC-24JUN22-150000-C,0.0005,0.0003,150000.0,month,BTC,False,BTC,call,0.1,0.0003,option,True,212758,1656057600000,1624521614000,USD,1.0,0.0003,BTC,41407.72,BTC-24JUN22,1650479469358,open,0.0,2389.5,0.0001,0.015,0.00041512,104.81,0.0005,0.0,41183.13,41183.13,0.0,0.0,0.0,0.0005,18.0,106.61,,,,,1.81604,-1.47404,0.22372,0.0,0.00347
BTC-24JUN22-300000-P,0.0005,0.0003,300000.0,month,BTC,False,BTC,put,0.1,0.0003,option,True,212759,1656057600000,1628619913000,USD,1.0,0.0003,BTC,41406.24,BTC-24JUN22,1650479469365,open,6.22,0.0,6.0345,6.47,6.24505066,117.61,,0.0,41183.13,41183.13,0.0,0.0005,5.0,0.0,0.0,0.0,,,,,0.05996,-0.05461,-530.63933,0.0,-0.99991
BTC-29APR22-43000-C,0.0005,0.0003,43000.0,month,BTC,False,BTC,call,0.1,0.0003,option,True,213865,1651219200000,1648749780000,USD,1.0,0.0003,BTC,41179.81,BTC-29APR22,1650479470048,open,0.02,525.8,0.0001,0.046,0.01500284,51.94,0.0155,0.0,41183.13,41183.13,51.0,0.0145,40.3,0.015,0.2,51.93,194.8,-8.8235,0.014,0.0223,22.16072,-67.21777,2.82201,0.00011,0.30715
BTC-6MAY22-46000-C,0.0005,0.0003,46000.0,week,BTC,False,BTC,call,0.1,0.0003,option,True,214769,1651824000000,1649923260000,USD,1.0,0.0003,BTC,41201.76,SYN.BTC-6MAY22,1650479469362,open,0.01,745.3,0.0001,0.0375,0.01030478,54.51,0.011,0.0,41183.13,41183.13,53.94,0.01,20.4,0.0105,35.8,54.87,783.4,0.0,0.01,0.014,22.17765,-38.84049,2.94815,6e-05,0.17813
BTC-22APR22-37000-C,0.0005,0.0003,37000.0,week,BTC,False,BTC,call,0.1,0.0003,option,True,214585,1650614400000,1649711880000,USD,1.0,0.0003,BTC,41189.03,BTC-22APR22,1650479469366,open,0.11,0.0,0.074,0.132,0.10203943,77.27,,0.0,41183.13,41183.13,0.0,0.0,0.0,0.1185,1.0,213.46,,,,,1.07187,-26.51472,1.55469,2e-05,0.98411
BTC-22APR22-48000-P,0.0005,0.0003,48000.0,week,BTC,False,BTC,put,0.1,0.0003,option,True,212746,1650614400000,1648713605000,USD,1.0,0.0003,BTC,41189.16,BTC-22APR22,1650479470368,open,0.16,39.0,0.1315,0.202,0.16535997,63.15,0.0635,0.0,41186.55,41186.55,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.01216,-0.24589,-2.05368,0.0,-0.99988
BTC-27MAY22-30000-P,0.0005,0.0003,30000.0,month,BTC,False,BTC,put,0.1,0.0003,option,True,212706,1653638400000,1645689660000,USD,1.0,0.0003,BTC,41267.92,BTC-27MAY22,1650479470368,open,0.01,2918.5,0.0001,0.0325,0.0083603,75.0,0.0085,0.0,41186.55,41186.55,74.17,0.008,11.8,0.0085,5.4,75.33,287.0,0.0,0.008,0.0095,17.89398,-18.35362,-3.31599,1e-05,-0.07186
BTC-22APR22-34000-C,0.0005,0.0003,34000.0,week,BTC,False,BTC,call,0.1,0.0003,option,True,214577,1650614400000,1649697540000,USD,1.0,0.0003,BTC,41192.58,BTC-22APR22,1650479470373,open,0.18,0.0,0.149,0.1995,0.17453994,82.82,,0.0,41186.55,41186.55,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0184,-0.48776,1.45451,0.0,0.99982
BTC-21APR22-43000-C,0.0005,0.0003,43000.0,day,BTC,False,BTC,call,0.1,0.0003,option,True,215051,1650528000000,1650355260000,USD,1.0,0.0003,BTC,41185.25,SYN.BTC-21APR22,1650479470371,open,0.0,74.1,0.0001,0.0205,0.00064036,68.7,0.0005,0.0,41186.55,41186.55,65.33,0.0005,22.6,0.001,100.2,75.85,135.9,-50.0,0.0005,0.002,1.83174,-26.3732,0.0353,0.0001,0.05633
BTC-27MAY22-32000-C,0.0005,0.0003,32000.0,month,BTC,False,BTC,call,0.1,0.0003,option,True,212680,1653638400000,1645689660000,USD,1.0,0.0003,BTC,41267.92,BTC-27MAY22,1650479470371,open,0.24,0.0,0.2055,0.275,0.2366499,69.99,,0.0,41186.55,41186.55,0.0,0.0,0.0,0.0,0.0,0.0,,,,,23.59052,-22.58097,27.25322,2e-05,0.89597
BTC-22APR22-65000-P,0.0005,0.0003,65000.0,week,BTC,False,BTC,put,0.1,0.0003,option,True,212677,1650614400000,1648713605000,USD,1.0,0.0003,BTC,41189.16,BTC-22APR22,1650479470363,open,0.57,0.0,0.5325,0.6265,0.57809009,71.16,,0.0,41186.55,41186.55,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,-2.7813,0.0,-1.0
BTC-21APR22-45000-P,0.0005,0.0003,45000.0,day,BTC,False,BTC,put,0.1,0.0003,option,True,215056,1650528000000,1650355260000,USD,1.0,0.0003,BTC,41185.25,SYN.BTC-21APR22,1650479470363,open,0.09,0.0,0.061,0.1275,0.09262972,70.79,,0.0,41186.55,41186.55,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.04165,-1.47411,-0.69217,0.0,-0.99925
BTC-30DEC22-200000-C,0.0005,0.0003,200000.0,month,BTC,False,BTC,call,0.1,0.0003,option,True,212670,1672387200000,1640851260000,USD,1.0,0.0003,BTC,42632.01,BTC-30DEC22,1650479470370,open,0.0,556.2,0.0001,0.0255,0.00332438,76.43,0.004,0.0,41186.55,41186.55,75.5,0.003,28.0,0.004,11.3,78.19,,,,,15.3733,-2.31703,4.20515,0.0,0.01752
BTC-22APR22-25000-C,0.0005,0.0003,25000.0,week,BTC,False,BTC,call,0.1,0.0003,option,True,212597,1650614400000,1648713605000,USD,1.0,0.0003,BTC,41192.58,BTC-22APR22,1650479470372,open,0.4,0.0,0.3745,0.4105,0.39304227,97.75,,0.0,41186.55,41186.55,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,1.06973,0.0,1.0
BTC-6MAY22-40000-P,0.0005,0.0003,40000.0,week,BTC,False,BTC,put,0.1,0.0003,option,True,214764,1651824000000,1649923260000,USD,1.0,0.0003,BTC,41199.73,SYN.BTC-6MAY22,1650479470424,open,0.03,136.2,0.009,0.072,0.03254844,56.26,0.03,0.0,41186.55,41186.55,55.56,0.032,36.5,0.033,36.0,56.83,10.9,-1.6393,0.0245,0.032,32.32092,-58.42114,-7.19981,8e-05,-0.37733
BTC-27MAY22-50000-P,0.0005,0.0003,50000.0,month,BTC,False,BTC,put,0.1,0.0003,option,True,212659,1653638400000,1645689660000,USD,1.0,0.0003,BTC,41267.92,BTC-27MAY22,1650479470363,open,0.22,60.5,0.183,0.2795,0.22590099,56.56,0.23,0.0,41186.55,41186.55,0.0,0.0245,1.1,0.3295,1.0,149.89,,,,,32.14938,-24.86642,-43.94084,3e-05,-0.83713
BTC-30DEC22-150000-C,0.0005,0.0003,150000.0,month,BTC,False,BTC,call,0.1,0.0003,option,True,212649,1672387200000,1640851260000,USD,1.0,0.0003,BTC,42632.01,BTC-30DEC22,1650479470363,open,0.01,834.7,0.0001,0.0365,0.00664031,71.3,0.006,0.0,41186.55,41186.55,70.26,0.006,34.1,0.007,4.9,71.85,8.2,-14.2857,0.006,0.007,27.05927,-3.80423,8.21703,0.0,0.03438
BTC-30DEC22-20000-P,0.0005,0.0003,20000.0,month,BTC,False,BTC,put,0.1,0.0003,option,True,212638,1672387200000,1641404068000,USD,1.0,0.0003,BTC,42632.01,BTC-30DEC22,1650479470373,open,0.02,336.0,0.0075,0.0595,0.02319116,75.44,0.0225,0.0,41186.55,41186.55,74.78,0.0225,33.6,0.023,1.0,75.26,2.0,0.0,0.0225,0.0225,44.78147,-6.6618,-25.9699,0.0,-0.06449
BTC-27MAY22-48000-C,0.0005,0.0003,48000.0,month,BTC,False,BTC,call,0.1,0.0003,option,True,212633,1653638400000,1646102040000,USD,1.0,0.0003,BTC,41268.21,BTC-27MAY22,1650479471370,open,0.02,2198.1,0.0045,0.054,0.02039321,55.49,0.0205,0.0,41187.81,41187.81,55.07,0.02,31.2,0.021,62.5,56.13,1564.1,0.0,0.019,0.0248,38.66108,-29.33792,8.24627,4e-05,0.21988
BTC-21APR22-40000-P,0.0005,0.0003,40000.0,day,BTC,False,BTC,put,0.1,0.0003,option,True,215046,1650528000000,1650355260000,USD,1.0,0.0003,BTC,41188.72,SYN.BTC-21APR22,1650479471370,open,0.0,39.2,0.0001,0.023,0.001067,58.26,0.001,0.0,41187.81,41187.81,48.45,0.0005,89.2,0.0015,14.2,64.17,24.0,-60.0,0.0005,0.003,2.79561,-43.94828,-0.06284,0.00018,-0.09806
BTC-27MAY22-35000-P,0.0005,0.0003,35000.0,month,BTC,False,BTC,put,0.1,0.0003,option,True,212598,1653638400000,1648467795000,USD,1.0,0.0003,BTC,41269.47,BTC-27MAY22,1650479471377,open,0.02,1181.5,0.0055,0.0565,0.02183581,64.0,0.022,0.0,41187.81,41187.81,63.6,0.0215,11.6,0.022,2.2,64.21,259.8,1.8519,0.0185,0.0231,34.29247,-30.01331,-8.34996,3e-05,-0.18016
BTC-30SEP22-70000-C,0.0005,0.0003,70000.0,month,BTC,False,BTC,call,0.1,0.0003,option,True,212596,1664524800000,1632384351000,USD,1.0,0.0003,BTC,41985.71,BTC-30SEP22,1650479471371,open,0.03,1801.8,0.0075,0.077,0.02812012,62.42,0.031,0.0,41187.81,41187.81,62.03,0.0275,13.2,0.0285,22.0,62.66,40.0,8.7719,0.0275,0.031,66.52474,-12.77196,23.56623,1e-05,0.15415
BTC-6MAY22-32000-C,0.0005,0.0003,32000.0,week,BTC,False,BTC,call,0.1,0.0003,option,True,214755,1651824000000,1649923260000,USD,1.0,0.0003,BTC,41203.61,SYN.BTC-6MAY22,1650479471375,open,0.23,0.3,0.2,0.2575,0.22608561,73.85,0.2085,0.0,41187.81,41187.81,0.0,0.0,0.0,0.0,0.0,0.0,,,,,7.54818,-17.91085,12.86714,1e-05,0.95854
BTC-29APR22-51000-P,0.0005,0.0003,51000.0,month,BTC,False,BTC,put,0.1,0.0003,option,True,212583,1651219200000,1648627260000,USD,1.0,0.0003,BTC,41182.36,BTC-29APR22,1650479471370,open,0.23,0.0,0.2025,0.28,0.23877657,58.31,,0.0,41187.81,41187.81,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.59187,-5.42044,-11.87497,1e-05,-0.9906
BTC-30DEC22-40000-C,0.0005,0.0003,40000.0,month,BTC,False,BTC,call,0.1,0.0003,option,True,212585,1672387200000,1640851260000,USD,1.0,0.0003,BTC,42636.56,BTC-30DEC22,1650479471375,open,0.24,164.8,0.1775,0.313,0.23594611,63.95,0.2375,0.0,41187.81,41187.81,62.66,0.232,12.4,0.2375,1.1,64.44,0.9,-0.8351,0.233,0.2395,131.58003,-16.59227,122.7294,2e-05,0.65035
BTC-29APR22-47000-C,0.0005,0.0003,47000.0,month,BTC,False,BTC,call,0.1,0.0003,option,True,212579,1651219200000,1648627260000,USD,1.0,0.0003,BTC,41182.36,BTC-29APR22,1650479471371,open,0.0,644.4,0.0001,0.018,0.00194853,53.39,0.002,0.0,41187.81,41187.81,53.65,0.002,0.1,0.0025,106.1,56.28,69.7,0.0,0.002,0.0025,7.27748,-22.68927,0.53764,3e-05,0.05761
BTC-6MAY22-65000-P,0.0005,0.0003,65000.0,week,BTC,False,BTC,put,0.1,0.0003,option,True,214780,1651824000000,1649923260000,USD,1.0,0.0003,BTC,41203.61,SYN.BTC-6MAY22,1650479471370,open,0.57,0.1,0.532,0.6285,0.57760925,74.02,0.6165,0.0,41187.81,41187.81,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.49723,-1.18249,-27.68205,0.0,-0.99817
BTC-29APR22-50000-C,0.0005,0.0003,50000.0,month,BTC,False,BTC,call,0.1,0.0003,option,True,212469,1651219200000,1643270460000,USD,1.0,0.0003,BTC,41182.36,BTC-29APR22,1650479471371,open,0.0,5240.7,0.0001,0.015,0.00047535,57.62,0.0005,0.0,41187.81,41187.81,0.0,0.0,0.0,0.0005,95.6,58.0,37.4,0.0,0.0005,0.0005,2.47053,-8.31266,0.1461,1e-05,0.0156
BTC-24JUN22-25000-P,0.0005,0.0003,25000.0,month,BTC,False,BTC,put,0.1,0.0003,option,True,212467,1656057600000,1624521614000,USD,1.0,0.0003,BTC,41411.04,BTC-24JUN22,1650479471374,open,0.01,2081.8,0.0001,0.03,0.00754743,79.91,0.008,0.0,41187.81,41187.81,78.57,0.007,27.3,0.008,16.6,80.98,15.7,-5.8824,0.0065,0.0085,17.23727,-10.66722,-4.0311,1e-05,-0.04749
BTC-31MAR23-40000-C,0.0005,0.0003,40000.0,month,BTC,False,BTC,call,0.1,0.0003,option,True,212455,1680249600000,1648108860000,USD,1.0,0.0003,BTC,43180.76,BTC-31MAR23,1650479471370,open,0.28,36.5,0.214,0.361,0.27719727,65.0,0.2675,0.0,41187.81,41187.81,56.61,0.2475,20.0,0.302,20.0,72.07,,,,,152.13578,-14.35048,159.66551,1e-05,0.66892
BTC-24JUN22-45000-P,0.0005,0.0003,45000.0,month,BTC,False,BTC,put,0.1,0.0003,option,True,212432,1656057600000,1643062200000,USD,1.0,0.0003,BTC,41411.04,BTC-24JUN22,1650479471375,open,0.15,369.0,0.1025,0.209,0.14835636,56.74,0.1475,0.0,41187.81,41187.81,55.92,0.147,10.0,0.1495,10.0,57.45,3.8,0.0,0.1475,0.1475,67.68283,-29.73909,-54.12385,4e-05,-0.59057
BTC-21APR22-46000-C,0.0005,0.0003,46000.0,day,BTC,False,BTC,call,0.1,0.0003,option,True,215057,1650528000000,1650355260000,USD,1.0,0.0003,BTC,41190.06,SYN.BTC-21APR22,1650479472379,open,0.0,0.0,0.0001,0.015,4.8e-07,73.7,,0.0,41186.31,41186.31,0.0,0.0,0.0,0.0005,38.0,140.96,,,,,0.00463,-0.01971,4e-05,0.0,7e-05
BTC-31MAR23-120000-P,0.0005,0.0003,120000.0,month,BTC,False,BTC,put,0.1,0.0003,option,True,212425,1680249600000,1648108860000,USD,1.0,0.0003,BTC,43181.83,BTC-31MAR23,1650479472380,open,1.8,0.0,1.706,1.939,1.80524102,67.11,,0.0,41186.31,41186.31,0.0,0.0,0.0,0.0,0.0,0.0,,,,,77.45501,-7.54317,-1099.78784,1e-05,-0.89277
BTC-30SEP22-35000-C,0.0005,0.0003,35000.0,month,BTC,False,BTC,call,0.1,0.0003,option,True,212426,1664524800000,1643623271000,USD,1.0,0.0003,BTC,41987.04,BTC-30SEP22,1650479472379,open,0.25,29.8,0.203,0.3155,0.25209362,64.12,0.248,0.0,41186.31,41186.31,60.13,0.2435,18.0,0.261,18.0,68.2,,,,,91.12456,-17.97077,90.99056,2e-05,0.73869
BTC-24JUN22-60000-C,0.0005,0.0003,60000.0,month,BTC,False,BTC,call,0.1,0.0003,option,True,212428,1656057600000,1624521614000,USD,1.0,0.0003,BTC,41409.41,BTC-24JUN22,1650479472383,open,0.01,5972.5,0.0001,0.036,0.00907914,59.39,0.009,0.0,41186.31,41186.31,58.51,0.0085,85.9,0.0095,12.6,60.02,1290.0,-10.0,0.0088,0.0115,27.56905,-12.68127,5.70542,2e-05,0.08697
BTC-21APR22-44000-C,0.0005,0.0003,44000.0,day,BTC,False,BTC,call,0.1,0.0003,option,True,215053,1650528000000,1650355260000,USD,1.0,0.0003,BTC,41190.06,SYN.BTC-21APR22,1650479472377,open,0.0,7.1,0.0001,0.015,6.893e-05,69.13,0.0005,0.0,41186.31,41186.31,0.0,0.0,0.0,0.0005,84.4,92.14,5.0,0.0,0.0005,0.0005,0.34505,-2.83917,0.00488,2e-05,0.00777
BTC-24JUN22-60000-P,0.0005,0.0003,60000.0,month,BTC,False,BTC,put,0.1,0.0003,option,True,212420,1656057600000,1624521614000,USD,1.0,0.0003,BTC,41410.91,BTC-24JUN22,1650479472378,open,0.45,217.6,0.4095,0.5205,0.45796813,59.39,0.4735,0.0,41186.31,41186.31,47.89,0.452,3.2,0.464,3.2,67.33,,,,,27.57549,-12.68423,-100.42189,2e-05,-0.91301
BTC-30SEP22-350000-P,0.0005,0.0003,350000.0,month,BTC,False,BTC,put,0.1,0.0003,option,True,212412,1664524800000,1634150155000,USD,1.0,0.0003,BTC,41987.04,BTC-30SEP22,1650479472377,open,7.31,0.0,7.0935,7.598,7.33633948,94.31,,0.0,41186.31,41186.31,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0533,-0.30555,-1558.63275,0.0,-0.99887
BTC-29APR22-32000-P,0.0005,0.0003,32000.0,month,BTC,False,BTC,put,0.1,0.0003,option,True,212410,1651219200000,1643852340000,USD,1.0,0.0003,BTC,41183.71,BTC-29APR22,1650479472377,open,0.0,1405.2,0.0001,0.0155,0.00073929,79.35,0.0005,0.0,41186.31,41186.31,75.02,0.0005,28.1,0.001,57.8,83.14,189.7,-50.0,0.0005,0.001,2.56541,-11.8874,-0.16461,1e-05,-0.0163
BTC-24JUN22-48000-P,0.0005,0.0003,48000.0,month,BTC,False,BTC,put,0.1,0.0003,option,True,212385,1656057600000,1648199457000,USD,1.0,0.0003,BTC,41409.41,BTC-24JUN22,1650479472380,open,0.2,77.6,0.1525,0.2625,0.2004149,56.36,0.226,0.0,41186.31,41186.31,52.62,0.195,8.0,0.2045,8.0,59.08,0.3,0.0,0.226,0.226,61.17382,-26.70091,-65.44657,4e-05,-0.69307
BTC-31MAR23-140000-C,0.0005,0.0003,140000.0,month,BTC,False,BTC,call,0.1,0.0003,option,True,212367,1680249600000,1648428000000,USD,1.0,0.0003,BTC,43181.83,BTC-31MAR23,1650479472380,open,0.02,56.4,0.0035,0.068,0.01825837,68.83,0.0185,0.0,41186.31,41186.31,67.54,0.0165,15.5,0.02,23.1,70.03,14.0,0.0,0.0185,0.019,60.67939,-6.06046,24.00419,1e-05,0.07715
BTC-29APR22-43000-P,0.0005,0.0003,43000.0,month,BTC,False,BTC,put,0.1,0.0003,option,True,213866,1651219200000,1648749780000,USD,1.0,0.0003,BTC,41182.21,BTC-29APR22,1650479472382,open,0.06,379.9,0.026,0.1005,0.05915727,51.94,0.052,0.0,41186.31,41186.31,46.92,0.0565,9.1,0.0605,12.8,54.41,3.1,-11.1111,0.052,0.0585,22.17018,-67.24635,-7.26202,0.00011,-0.69259
BTC-30SEP22-90000-P,0.0005,0.0003,90000.0,month,BTC,False,BTC,put,0.1,0.0003,option,True,212379,1664524800000,1635182676000,USD,1.0,0.0003,BTC,41987.04,BTC-30SEP22,1650479472378,open,1.15,17.5,1.084,1.2475,1.15457737,66.3,1.1645,0.0,41186.31,41186.31,0.0,0.3,1.0,0.0,0.0,0.0,,,,,36.19192,-7.38084,-390.44438,1e-05,-0.93343
BTC-22APR22-46000-C,0.0005,0.0003,46000.0,week,BTC,False,BTC,call,0.1,0.0003,option,True,212376,1650614400000,1648713605000,USD,1.0,0.0003,BTC,41192.64,BTC-22APR22,1650479473386,open,0.0,147.2,0.0001,0.015,2.187e-05,58.19,0.0005,0.0,41186.15,41186.15,0.0,0.0,0.0,0.0005,40.8,84.5,1.3,0.0,0.0005,0.0005,0.16955,-0.9009,0.00346,0.0,0.00198
BTC-6MAY22-60000-P,0.0005,0.0003,60000.0,week,BTC,False,BTC,put,0.1,0.0003,option,True,214778,1651824000000,1649923260000,USD,1.0,0.0003,BTC,41203.65,SYN.BTC-6MAY22,1650479473384,open,0.45,0.0,0.414,0.5045,0.45641175,69.25,,0.0,41186.15,41186.15,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.29142,-2.87329,-25.49233,0.0,-0.99472
BTC-22APR22-52000-P,0.0005,0.0003,52000.0,week,BTC,False,BTC,put,0.1,0.0003,option,True,212369,1650614400000,1648713605000,USD,1.0,0.0003,BTC,41192.64,BTC-22APR22,1650479473386,open,0.26,0.0,0.226,0.301,0.26231516,67.5,,0.0,41186.15,41186.15,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1e-05,-0.00023,-2.22504,0.0,-1.0
BTC-27MAY22-40000-P,0.0005,0.0003,40000.0,month,BTC,False,BTC,put,0.1,0.0003,option,True,212368,1653638400000,1645689660000,USD,1.0,0.0003,BTC,41268.04,BTC-27MAY22,1650479473385,open,0.06,647.8,0.026,0.1035,0.05710609,57.54,0.054,0.0,41186.15,41186.15,57.03,0.0565,19.9,0.058,60.0,58.26,25.3,-6.087,0.0475,0.058,50.34279,-39.61684,-18.7517,5e-05,-0.3965
BTC-30DEC22-60000-C,0.0005,0.0003,60000.0,month,BTC,False,BTC,call,0.1,0.0003,option,True,212366,1672387200000,1640851260000,USD,1.0,0.0003,BTC,42634.78,BTC-30DEC22,1650479473387,open,0.09,672.3,0.0465,0.17,0.09356782,62.58,0.0955,0.0,41186.15,41186.15,62.07,0.092,33.8,0.0945,1.2,62.89,2.1,0.0,0.0955,0.0955,131.16379,-16.18572,74.97243,2e-05,0.34669
BTC-22APR22-44000-P,0.0005,0.0003,44000.0,week,BTC,False,BTC,put,0.1,0.0003,option,True,212363,1650614400000,1648713605000,USD,1.0,0.0003,BTC,41192.64,BTC-22APR22,1650479473388,open,0.07,137.9,0.0375,0.1035,0.06838735,49.96,0.063,0.0,41186.15,41186.15,0.0,0.0665,0.1,0.071,4.2,81.36,0.4,0.0,0.063,0.063,1.45188,-23.2225,-1.8432,4e-05,-0.9773
BTC-29APR22-20000-C,0.0005,0.0003,20000.0,month,BTC,False,BTC,call,0.1,0.0003,option,True,212362,1651219200000,1643270460000,USD,1.0,0.0003,BTC,41182.23,BTC-29APR22,1650479473389,open,0.52,0.0,0.4995,0.529,0.5143535,105.61,,0.0,41186.15,41186.15,0.0,0.0005,5.0,0.0,0.0,0.0,,,,,0.00082,-0.00505,4.69137,0.0,1.0
BTC-29APR22-75000-C,0.0005,0.0003,75000.0,month,BTC,False,BTC,call,0.1,0.0003,option,True,212306,1651219200000,1648493400000,USD,1.0,0.0003,BTC,41182.39,BTC-29APR22,1650479473385,open,0.0,66.1,0.0001,0.015,2e-08,80.67,0.0005,0.0,41186.15,41186.15,0.0,0.0,0.0,0.0005,56.0,152.17,,,,,0.00026,-0.0008,1e-05,0.0,0.0
BTC-24JUN22-90000-P,0.0005,0.0003,90000.0,month,BTC,False,BTC,put,0.1,0.0003,option,True,212361,1656057600000,1635182676000,USD,1.0,0.0003,BTC,41409.22,BTC-24JUN22,1650479473388,open,1.17,1.0,1.1105,1.2495,1.17452646,75.56,0.7,0.0,41186.15,41186.15,0.0,0.0,0.0,0.0,0.0,0.0,,,,,5.11724,-2.99442,-158.45536,0.0,-0.98882
BTC-22APR22-55000-C,0.0005,0.0003,55000.0,week,BTC,False,BTC,call,0.1,0.0003,option,True,213869,1650614400000,1648784760000,USD,1.0,0.0003,BTC,41192.64,BTC-22APR22,1650479473386,open,0.0,53.6,0.0001,0.015,0.0,68.96,0.0005,0.0,41186.15,41186.15,0.0,0.0,0.0,0.0005,42.0,190.66,,,,,0.0,0.0,0.0,0.0,0.0
BTC-27MAY22-70000-P,0.0005,0.0003,70000.0,month,BTC,False,BTC,put,0.1,0.0003,option,True,212304,1653638400000,1645690140000,USD,1.0,0.0003,BTC,41267.88,BTC-27MAY22,1650479473390,open,0.69,0.9,0.647,0.7555,0.69706352,70.79,0.465,0.0,41186.15,41186.15,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4.17882,-4.04548,-69.64549,0.0,-0.98766
BTC-24JUN22-50000-C,0.0005,0.0003,50000.0,month,BTC,False,BTC,call,0.1,0.0003,option,True,212302,1656057600000,1624521614000,USD,1.0,0.0003,BTC,41409.38,BTC-24JUN22,1650479473386,open,0.03,2830.2,0.0095,0.0735,0.03162502,56.5,0.032,0.0,41186.15,41186.15,56.03,0.031,38.1,0.032,10.5,56.78,59.7,-7.2464,0.0315,0.036,55.34102,-24.21488,15.99384,3e-05,0.24998
BTC-6MAY22-30000-C,0.0005,0.0003,30000.0,week,BTC,False,BTC,call,0.1,0.0003,option,True,214753,1651824000000,1649923260000,USD,1.0,0.0003,BTC,41203.64,SYN.BTC-6MAY22,1650479474398,open,0.28,0.0,0.2495,0.3015,0.27338064,80.0,,0.0,41187.09,41187.09,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4.56121,-11.72483,12.36834,1e-05,0.97744
BTC-31MAR23-120000-C,0.0005,0.0003,120000.0,month,BTC,False,BTC,call,0.1,0.0003,option,True,212293,1680249600000,1648108860000,USD,1.0,0.0003,BTC,43180.01,BTC-31MAR23,1650479474391,open,0.03,234.4,0.006,0.083,0.02622455,67.11,0.0265,0.0,41187.09,41187.09,66.13,0.0245,15.5,0.028,23.0,68.09,,,,,77.4455,-7.54224,33.01321,1e-05,0.10721
BTC-27MAY22-25000-C,0.0005,0.0003,25000.0,month,BTC,False,BTC,call,0.1,0.0003,option,True,214583,1653638400000,1649707740000,USD,1.0,0.0003,BTC,41269.64,BTC-27MAY22,1650479474394,open,0.4,0.0,0.376,0.4245,0.39720599,87.63,,0.0,41187.09,41187.09,0.0,0.0,0.0,0.0,0.0,0.0,,,,,7.8446,-9.40066,23.85056,1e-05,0.97417
BTC-30SEP22-250000-P,0.0005,0.0003,250000.0,month,BTC,False,BTC,put,0.1,0.0003,option,True,212280,1664524800000,1632384351000,USD,1.0,0.0003,BTC,41986.64,BTC-30SEP22,1650479474398,open,4.94,0.0,4.7815,5.147,4.95501551,89.82,,0.0,41187.09,41187.09,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3.11014,-0.85925,-1112.85082,0.0,-0.99628
