instrument_name,tick_size,taker_commission,strike,settlement_period,settlement_currency,rfq,quote_currency,option_type,min_trade_amount,maker_commission,kind,is_active,instrument_id,expiration_timestamp,creation_timestamp,counter_currency,contract_size,block_trade_commission,base_currency,underlying_price,underlying_index,timestamp,state,settlement_price,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,index_price,estimated_delivery_price,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,ask_iv,stats.volume,stats.price_change,stats.low,stats.high,greeks.vega,greeks.theta,greeks.rho,greeks.gamma,greeks.delta
ETH-6MAY22-3600-P,0.0005,0.0003,3600.0,week,ETH,False,ETH,put,1,0.0003,option,True,214706,1651824000000,1649923260000,USD,1.0,0.0003,ETH,3052.78,SYN.ETH-6MAY22,1650479503800,open,0.17,0.0,0.1475,0.2365,0.186258,63.32,,0.0,3054.65,3054.65,0.0,0.017,1.0,0.0,0.0,0.0,,,,,1.2303,-2.50314,-1.39307,0.00049,-0.8841
ETH-30DEC22-4500-C,0.0005,0.0003,4500.0,month,ETH,False,ETH,call,1,0.0003,option,True,212459,1672387200000,1644205020000,USD,1.0,0.0003,ETH,3144.38,ETH-30DEC22,1650479503799,open,0.11,16131.0,0.057,0.1965,0.110976,69.56,0.1125,0.0,3054.65,3054.65,69.25,0.11,103.0,0.1125,292.0,70.04,250.0,0.0,0.1125,0.1125,9.90632,-1.35871,5.68602,0.00021,0.37128
ETH-29APR22-1800-C,0.0005,0.0003,1800.0,month,ETH,False,ETH,call,1,0.0003,option,True,212429,1651219200000,1643314620000,USD,1.0,0.0003,ETH,3051.06,ETH-29APR22,1650479503800,open,0.42,86.0,0.392,0.4285,0.41008,106.25,0.46,0.0,3054.65,3054.65,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.00743,-0.04608,0.42186,0.0,0.99956
ETH-29APR22-2200-P,0.0005,0.0003,2200.0,month,ETH,False,ETH,put,1,0.0003,option,True,212427,1651219200000,1643270460000,USD,1.0,0.0003,ETH,3051.06,ETH-29APR22,1650479503800,open,0.0,14377.0,0.0001,0.015,0.000493,94.21,0.0005,0.0,3054.65,3054.65,0.0,0.0,0.0,0.0005,89.0,94.37,379.0,-50.0,0.0005,0.001,0.12098,-0.66565,-0.00728,6e-05,-0.00967
ETH-31MAR23-2500-C,0.0005,0.0003,2500.0,month,ETH,False,ETH,call,1,0.0003,option,True,212423,1680249600000,1648108860000,USD,1.0,0.0003,ETH,3196.27,ETH-31MAR23,1650479503797,open,0.38,3.0,0.3105,0.454,0.372258,73.79,0.3845,0.0,3054.65,3054.65,70.25,0.3615,100.0,0.3855,100.0,78.17,,,,,9.68908,-1.03755,11.65111,0.00014,0.7584
ETH-29APR22-3300-C,0.0005,0.0003,3300.0,month,ETH,False,ETH,call,1,0.0003,option,True,212421,1651219200000,1646094060000,USD,1.0,0.0003,ETH,3051.06,ETH-29APR22,1650479503798,open,0.01,11232.0,0.0001,0.045,0.010232,59.52,0.0105,0.0,3054.65,3054.65,59.01,0.01,274.0,0.011,497.0,61.27,2832.0,-25.0,0.0105,0.019,1.33751,-4.64949,0.14123,0.00103,0.20758
ETH-24JUN22-15000-C,0.0005,0.0003,15000.0,month,ETH,False,ETH,call,1,0.0003,option,True,212418,1656057600000,1624528726000,USD,1.0,0.0003,ETH,3063.46,ETH-24JUN22,1650479503798,open,0.0,12346.0,0.0001,0.015,0.00011,112.96,0.0005,0.0,3054.65,3054.65,0.0,0.0,0.0,0.0005,130.0,127.46,,,,,0.04128,-0.03612,0.00454,0.0,0.00095
ETH-21APR22-2950-P,0.0005,0.0003,2950.0,day,ETH,False,ETH,put,1,0.0003,option,True,215094,1650528000000,1650441660000,USD,1.0,0.0003,ETH,3054.81,SYN.ETH-21APR22,1650479503803,open,,73.0,0.0001,0.0245,0.001237,69.03,0.0005,0.0,3054.65,3054.65,65.32,0.001,102.0,0.0015,276.0,72.8,93.0,-50.0,0.0005,0.001,0.20432,-3.77845,-0.00458,0.00206,-0.0962
ETH-31MAR23-30000-P,0.0005,0.0003,30000.0,month,ETH,False,ETH,put,1,0.0003,option,True,212415,1680249600000,1648108860000,USD,1.0,0.0003,ETH,3196.16,ETH-31MAR23,1650479503800,open,8.29,0.0,8.113,8.706,8.389945,89.91,,0.0,3054.65,3054.65,0.0,0.0005,10.0,0.0,0.0,0.0,,,,,1.29118,-0.16846,-282.81882,1e-05,-0.98327
ETH-30DEC22-7000-P,0.0005,0.0003,7000.0,month,ETH,False,ETH,put,1,0.0003,option,True,212416,1672387200000,1640851260000,USD,1.0,0.0003,ETH,3144.38,ETH-30DEC22,1650479503797,open,1.24,68.0,1.1745,1.3825,1.261463,71.23,1.481,0.0,3054.65,3054.65,0.0,0.0,0.0,0.0,0.0,0.0,,,,,6.01688,-0.84509,-46.19696,0.00012,-0.85342
ETH-22APR22-2600-C,0.0005,0.0003,2600.0,week,ETH,False,ETH,call,1,0.0003,option,True,212411,1650614400000,1648713605000,USD,1.0,0.0003,ETH,3054.91,ETH-22APR22,1650479503798,open,0.16,2.0,0.123,0.177,0.148984,93.78,0.148,0.0,3054.65,3054.65,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.02319,-0.69655,0.11068,6e-05,0.99609
ETH-30DEC22-3500-P,0.0005,0.0003,3500.0,month,ETH,False,ETH,put,1,0.0003,option,True,212383,1672387200000,1643704765000,USD,1.0,0.0003,ETH,3144.27,ETH-30DEC22,1650479503799,open,0.29,2577.0,0.23,0.4065,0.304274,70.39,0.3085,0.0,3054.65,3054.65,69.09,0.3,70.0,0.307,70.0,71.21,,,,,10.39119,-1.44236,-16.60591,0.00021,-0.45594
ETH-6MAY22-3000-P,0.0005,0.0003,3000.0,week,ETH,False,ETH,put,1,0.0003,option,True,214683,1651824000000,1649923260000,USD,1.0,0.0003,ETH,3052.78,SYN.ETH-6MAY22,1650479503802,open,0.04,1232.0,0.0155,0.0895,0.04357,63.43,0.0391,0.0,3054.65,3054.65,63.34,0.0435,2.0,0.044,316.0,63.96,2667.0,2.8947,0.0305,0.0422,2.46553,-5.02473,-0.60498,0.00098,-0.42126
ETH-29APR22-2000-P,0.0005,0.0003,2000.0,month,ETH,False,ETH,put,1,0.0003,option,True,212382,1651219200000,1643270460000,USD,1.0,0.0003,ETH,3051.09,ETH-29APR22,1650479504804,open,0.0,11902.0,0.0001,0.015,0.000177,105.12,0.0005,0.0,3054.67,3054.67,0.0,0.0,0.0,0.0005,700.0,118.65,26.0,0.0,0.0005,0.0005,0.04817,-0.29572,-0.00258,2e-05,-0.00343
ETH-30DEC22-2000-P,0.0005,0.0003,2000.0,month,ETH,False,ETH,put,1,0.0003,option,True,212381,1672387200000,1640851260000,USD,1.0,0.0003,ETH,3144.26,ETH-30DEC22,1650479504804,open,0.07,9288.0,0.034,0.1345,0.071157,77.37,0.069,0.0,3054.67,3054.67,77.03,0.0705,101.0,0.0715,114.0,77.54,212.0,1.4706,0.0665,0.071,6.1889,-0.9442,-4.89444,0.00012,-0.15291
ETH-21APR22-3100-C,0.0005,0.0003,3100.0,day,ETH,False,ETH,call,1,0.0003,option,True,215077,1650528000000,1650355260000,USD,1.0,0.0003,ETH,3054.71,SYN.ETH-21APR22,1650479504808,open,0.01,1719.0,0.0001,0.033,0.003512,57.5,0.0045,0.0,3054.67,3054.67,53.41,0.003,539.0,0.004,227.0,61.28,2299.0,-68.9655,0.004,0.0215,0.38894,-10.72729,0.01207,0.00472,0.26058
ETH-29APR22-2500-P,0.0005,0.0003,2500.0,month,ETH,False,ETH,put,1,0.0003,option,True,212377,1651219200000,1644448140000,USD,1.0,0.0003,ETH,3051.07,ETH-29APR22,1650479504804,open,0.0,14874.0,0.0001,0.0185,0.001936,76.5,0.0025,0.0,3054.67,3054.67,72.91,0.0015,483.0,0.0025,1354.0,80.53,81.0,25.0,0.0015,0.0025,0.39701,-1.77389,-0.02952,0.00024,-0.03931
ETH-22APR22-2000-C,0.0005,0.0003,2000.0,week,ETH,False,ETH,call,1,0.0003,option,True,212372,1650614400000,1648713605000,USD,1.0,0.0003,ETH,3054.82,ETH-22APR22,1650479504805,open,0.35,0.0,0.3255,0.364,0.345293,107.72,,0.0,3054.67,3054.67,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.08554,0.0,1.0
ETH-29APR22-3500-P,0.0005,0.0003,3500.0,month,ETH,False,ETH,put,1,0.0003,option,True,212373,1651219200000,1643270460000,USD,1.0,0.0003,ETH,3051.07,ETH-29APR22,1650479504804,open,0.14,488.0,0.1145,0.197,0.150263,60.91,0.1585,0.0,3054.67,3054.67,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.67544,-2.40277,-0.76799,0.00051,-0.92291
ETH-24JUN22-2200-P,0.0005,0.0003,2200.0,month,ETH,False,ETH,put,1,0.0003,option,True,212374,1656057600000,1643021026000,USD,1.0,0.0003,ETH,3063.48,ETH-24JUN22,1650479504805,open,0.02,12229.0,0.0055,0.058,0.021356,76.56,0.0199,0.0,3054.67,3054.67,75.52,0.0205,515.0,0.0215,136.0,76.73,1056.0,-0.5,0.0199,0.0206,2.53406,-1.50245,-0.75056,0.0002,-0.11716
ETH-24JUN22-20000-P,0.0005,0.0003,20000.0,month,ETH,False,ETH,put,1,0.0003,option,True,212371,1656057600000,1627303545000,USD,1.0,0.0003,ETH,3063.46,ETH-24JUN22,1650479504804,open,5.45,2.0,5.339,5.732,5.528591,118.61,4.93,0.0,3054.67,3054.67,0.0,0.0005,51.0,0.0,0.0,0.0,,,,,0.01079,-0.00991,-35.37488,0.0,-0.99978
ETH-24JUN22-7000-C,0.0005,0.0003,7000.0,month,ETH,False,ETH,call,1,0.0003,option,True,212370,1656057600000,1624528726000,USD,1.0,0.0003,ETH,3063.48,ETH-24JUN22,1650479504806,open,0.0,20923.0,0.0001,0.016,0.001401,81.88,0.0015,0.0,3054.67,3054.67,78.68,0.001,580.0,0.002,255.0,85.64,351.0,15.3846,0.0013,0.002,0.43015,-0.27278,0.06264,3e-05,0.01296
ETH-27MAY22-3400-C,0.0005,0.0003,3400.0,month,ETH,False,ETH,call,1,0.0003,option,True,212364,1653638400000,1646094060000,USD,1.0,0.0003,ETH,3057.47,ETH-27MAY22,1650479505216,open,0.04,7625.0,0.015,0.0865,0.03733,61.18,0.0405,0.0,3054.67,3054.67,60.89,0.037,106.0,0.038,169.0,61.77,106.0,-11.9565,0.04,0.048,3.4862,-2.91684,0.88341,0.00061,0.32578
ETH-6MAY22-4000-C,0.0005,0.0003,4000.0,week,ETH,False,ETH,call,1,0.0003,option,True,214713,1651824000000,1649923260000,USD,1.0,0.0003,ETH,3052.67,SYN.ETH-6MAY22,1650479504807,open,0.0,919.0,0.0001,0.0165,0.001659,67.98,0.0025,0.0,3054.67,3054.67,66.87,0.0015,500.0,0.002,53.0,70.17,55.0,25.0,0.002,0.0025,0.44976,-0.98243,0.03919,0.00017,0.03177
ETH-29APR22-5000-C,0.0005,0.0003,5000.0,month,ETH,False,ETH,call,1,0.0003,option,True,212305,1651219200000,1643270460000,USD,1.0,0.0003,ETH,3051.09,ETH-29APR22,1650479504807,open,0.0,5689.0,0.0001,0.015,2e-06,83.66,0.0005,0.0,3054.67,3054.67,0.0,0.0,0.0,0.0005,743.0,128.87,,,,,0.00141,-0.00672,5e-05,0.0,8e-05
ETH-6MAY22-2400-P,0.0005,0.0003,2400.0,week,ETH,False,ETH,put,1,0.0003,option,True,214666,1651824000000,1649923260000,USD,1.0,0.0003,ETH,3052.68,SYN.ETH-6MAY22,1650479505814,open,0.0,783.0,0.0001,0.0225,0.00365,75.45,0.003,0.0,3054.75,3054.75,72.36,0.003,1354.0,0.004,553.0,77.0,300.0,-25.0,0.003,0.004,0.67478,-1.63587,-0.07295,0.00023,-0.0524
ETH-22APR22-4200-C,0.0005,0.0003,4200.0,week,ETH,False,ETH,call,1,0.0003,option,True,212301,1650614400000,1648713605000,USD,1.0,0.0003,ETH,3054.86,ETH-22APR22,1650479505812,open,0.0,350.0,0.0001,0.015,0.0,83.71,0.0005,0.0,3054.75,3054.75,0.0,0.0,0.0,0.0005,445.0,207.09,,,,,0.0,0.0,0.0,0.0,0.0
ETH-24JUN22-20000-C,0.0005,0.0003,20000.0,month,ETH,False,ETH,call,1,0.0003,option,True,212299,1656057600000,1627303545000,USD,1.0,0.0003,ETH,3063.56,ETH-24JUN22,1650479505812,open,0.0,93659.0,0.0001,0.015,2.5e-05,118.61,0.0002,0.0,3054.75,3054.75,0.0,0.0,0.0,0.0005,129.0,146.7,,,,,0.01079,-0.00991,0.00107,0.0,0.00022
ETH-31MAR23-4000-P,0.0005,0.0003,4000.0,month,ETH,False,ETH,put,1,0.0003,option,True,212281,1680249600000,1648108860000,USD,1.0,0.0003,ETH,3196.23,ETH-31MAR23,1650479505813,open,0.43,0.0,0.3575,0.563,0.444551,70.95,,0.0,3054.75,3054.75,68.36,0.4345,100.0,0.451,100.0,72.62,,,,,12.38667,-1.27525,-28.26717,0.00018,-0.49232
ETH-30DEC22-6000-C,0.0005,0.0003,6000.0,month,ETH,False,ETH,call,1,0.0003,option,True,212296,1672387200000,1640851260000,USD,1.0,0.0003,ETH,3144.28,ETH-30DEC22,1650479505812,open,0.05,17141.0,0.0185,0.1255,0.053618,70.26,0.055,0.0,3054.75,3054.75,69.8,0.0525,104.0,0.0545,31.0,70.63,75.0,0.0,0.055,0.055,7.52775,-1.04301,3.38992,0.00016,0.20881
ETH-31MAR23-2000-C,0.0005,0.0003,2000.0,month,ETH,False,ETH,call,1,0.0003,option,True,212294,1680249600000,1648108860000,USD,1.0,0.0003,ETH,3196.23,ETH-31MAR23,1650479505812,open,0.47,0.0,0.4145,0.5345,0.465409,76.64,,0.0,3054.75,3054.75,0.0,0.0,0.0,0.6395,1.0,150.12,,,,,7.49988,-0.83411,11.35663,0.0001,0.84181
ETH-27MAY22-5000-P,0.0005,0.0003,5000.0,month,ETH,False,ETH,put,1,0.0003,option,True,212290,1653638400000,1645689660000,USD,1.0,0.0003,ETH,3057.5,ETH-27MAY22,1650479505817,open,0.62,0.0,0.588,0.696,0.63701,72.49,,0.0,3054.75,3054.75,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.49263,-0.48835,-4.9485,7e-05,-0.97878
ETH-6MAY22-3500-C,0.0005,0.0003,3500.0,week,ETH,False,ETH,call,1,0.0003,option,True,214701,1651824000000,1649923260000,USD,1.0,0.0003,ETH,3052.68,SYN.ETH-6MAY22,1650479505814,open,0.01,2438.0,0.0001,0.042,0.01031,62.62,0.011,0.0,3054.75,3054.75,62.0,0.01,457.0,0.011,661.0,63.97,406.0,0.0,0.0105,0.016,1.53595,-3.09042,0.1953,0.00062,0.16037
ETH-30SEP22-4000-P,0.0005,0.0003,4000.0,month,ETH,False,ETH,put,1,0.0003,option,True,212283,1664524800000,1632384590000,USD,1.0,0.0003,ETH,3098.47,ETH-30SEP22,1650479505816,open,0.37,3019.0,0.313,0.4775,0.382809,68.29,0.3825,0.0,3054.75,3054.75,65.78,0.3765,73.0,0.386,73.0,69.56,,,,,7.80568,-1.63952,-13.97979,0.00027,-0.63025
ETH-24JUN22-2000-P,0.0005,0.0003,2000.0,month,ETH,False,ETH,put,1,0.0003,option,True,212282,1656057600000,1624522157000,USD,1.0,0.0003,ETH,3063.48,ETH-24JUN22,1650479505811,open,0.01,17874.0,0.0001,0.044,0.013698,80.93,0.0135,0.0,3054.75,3054.75,79.78,0.013,738.0,0.014,289.0,81.43,27.0,0.0,0.011,0.0135,1.86774,-1.17071,-0.49354,0.00014,-0.07738
ETH-21APR22-3050-C,0.0005,0.0003,3050.0,day,ETH,False,ETH,call,1,0.0003,option,True,215095,1650528000000,1650441660000,USD,1.0,0.0003,ETH,3054.74,SYN.ETH-21APR22,1650479506593,open,,2.0,0.0001,0.043,0.010074,59.27,0.0135,0.0,3054.75,3054.75,55.68,0.0095,259.0,0.01,152.0,58.89,6.0,-42.5532,0.0115,0.036,0.47635,-14.11745,0.02448,0.0056,0.53125
ETH-22APR22-2400-P,0.0005,0.0003,2400.0,week,ETH,False,ETH,put,1,0.0003,option,True,212279,1650614400000,1648713605000,USD,1.0,0.0003,ETH,3054.86,ETH-22APR22,1650479505811,open,0.0,2675.0,0.0001,0.015,1e-06,97.0,0.0005,0.0,3054.75,3054.75,0.0,0.0,0.0,0.0005,470.0,168.91,2.0,0.0,0.0005,0.0005,0.00051,-0.00289,-1e-05,0.0,-6e-05
ETH-6MAY22-4500-P,0.0005,0.0003,4500.0,week,ETH,False,ETH,put,1,0.0003,option,True,214719,1651824000000,1649923260000,USD,1.0,0.0003,ETH,3052.68,SYN.ETH-6MAY22,1650479505815,open,0.46,0.0,0.4315,0.5245,0.474528,76.03,,0.0,3054.75,3054.75,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.1434,-0.35031,-1.90817,5e-05,-0.99165
ETH-29APR22-3900-P,0.0005,0.0003,3900.0,month,ETH,False,ETH,put,1,0.0003,option,True,214094,1651219200000,1649012820000,USD,1.0,0.0003,ETH,3051.27,ETH-29APR22,1650479506819,open,0.26,0.0,0.241,0.324,0.278863,73.69,,0.0,3054.84,3054.84,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.1978,-0.85127,-0.903,0.00012,-0.98292
ETH-21APR22-2900-C,0.0005,0.0003,2900.0,day,ETH,False,ETH,call,1,0.0003,option,True,215073,1650528000000,1650355260000,USD,1.0,0.0003,ETH,3054.82,SYN.ETH-21APR22,1650479506823,open,0.06,0.0,0.0215,0.0825,0.051091,73.96,,0.0,3054.84,3054.84,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0932,-3.44636,0.0429,0.00088,0.9647
ETH-30SEP22-50000-C,0.0005,0.0003,50000.0,month,ETH,False,ETH,call,1,0.0003,option,True,212269,1664524800000,1635180566000,USD,1.0,0.0003,ETH,3098.52,ETH-30SEP22,1650479506822,open,0.0,1907.0,0.0001,0.015,0.000106,115.24,0.0005,0.0,3054.84,3054.84,0.0,0.0,0.0,0.0005,207.0,128.47,,,,,0.04454,-0.01579,0.00703,0.0,0.00062
ETH-24JUN22-3200-C,0.0005,0.0003,3200.0,month,ETH,False,ETH,call,1,0.0003,option,True,212265,1656057600000,1648199804000,USD,1.0,0.0003,ETH,3063.65,ETH-24JUN22,1650479506819,open,0.09,2108.0,0.05,0.1465,0.089627,64.61,0.095,0.0,3054.84,3054.84,64.23,0.089,242.0,0.091,193.0,65.43,14.0,0.5291,0.0945,0.095,5.13877,-2.57152,2.17108,0.00048,0.49028
ETH-30DEC22-3000-P,0.0005,0.0003,3000.0,month,ETH,False,ETH,put,1,0.0003,option,True,212266,1672387200000,1640851260000,USD,1.0,0.0003,ETH,3144.44,ETH-30DEC22,1650479506818,open,0.2,6334.0,0.141,0.2995,0.206582,71.48,0.2035,0.0,3054.84,3054.84,71.14,0.2055,88.0,0.2085,107.0,72.11,15.0,2.5189,0.1985,0.2035,9.73903,-1.37273,-12.22632,0.0002,-0.35316
ETH-27MAY22-3700-C,0.0005,0.0003,3700.0,month,ETH,False,ETH,call,1,0.0003,option,True,212255,1653638400000,1648409040000,USD,1.0,0.0003,ETH,3057.55,ETH-27MAY22,1650479507014,open,0.02,10487.0,0.0035,0.0585,0.018205,61.18,0.0215,0.0,3054.84,3054.84,60.94,0.018,70.0,0.019,199.0,62.11,24.0,2.381,0.0195,0.0215,2.60224,-2.17718,0.51764,0.00045,0.18722
ETH-29APR22-3000-P,0.0005,0.0003,3000.0,month,ETH,False,ETH,put,1,0.0003,option,True,212259,1651219200000,1643270460000,USD,1.0,0.0003,ETH,3051.27,ETH-29APR22,1650479506841,open,0.02,29920.0,0.0065,0.073,0.029778,62.04,0.0265,0.0,3054.84,3054.84,60.75,0.029,545.0,0.0305,970.0,63.27,4617.0,8.1633,0.0167,0.03,1.81732,-6.58451,-0.3152,0.00134,-0.41065
ETH-30DEC22-1000-P,0.0005,0.0003,1000.0,month,ETH,False,ETH,put,1,0.0003,option,True,212263,1672387200000,1642805547000,USD,1.0,0.0003,ETH,3144.35,ETH-30DEC22,1650479506818,open,0.01,3758.0,0.0001,0.041,0.013672,94.53,0.013,0.0,3054.84,3054.84,94.25,0.0135,105.0,0.014,42.0,95.08,120.0,0.0,0.013,0.013,1.89584,-0.3534,-1.00427,3e-05,-0.03231
ETH-31MAR23-10000-C,0.0005,0.0003,10000.0,month,ETH,False,ETH,call,1,0.0003,option,True,212252,1680249600000,1648108860000,USD,1.0,0.0003,ETH,3196.31,ETH-31MAR23,1650479506823,open,0.03,4332.0,0.0075,0.0975,0.031163,75.11,0.0324,0.0,3054.84,3054.84,74.22,0.0295,179.0,0.033,232.0,76.07,317.0,2.8571,0.0315,0.033,6.04425,-0.65877,2.54282,8e-05,0.11544
ETH-6MAY22-3200-P,0.0005,0.0003,3200.0,week,ETH,False,ETH,put,1,0.0003,option,True,214690,1651824000000,1649923260000,USD,1.0,0.0003,ETH,3052.76,SYN.ETH-6MAY22,1650479506824,open,0.07,10.0,0.044,0.132,0.07988,62.0,0.087,0.0,3054.84,3054.84,58.97,0.0775,104.0,0.081,103.0,63.43,,,,,2.40115,-4.78377,-0.91011,0.00097,-0.61941
ETH-24JUN22-3800-P,0.0005,0.0003,3800.0,month,ETH,False,ETH,put,1,0.0003,option,True,212251,1656057600000,1648199804000,USD,1.0,0.0003,ETH,3063.65,ETH-24JUN22,1650479506818,open,0.26,2.0,0.225,0.3465,0.275652,63.59,0.31,0.0,3054.84,3054.84,58.5,0.269,70.0,0.277,70.0,64.61,,,,,4.10207,-2.02003,-5.55309,0.00039,-0.74913
ETH-24JUN22-3000-C,0.0005,0.0003,3000.0,month,ETH,False,ETH,call,1,0.0003,option,True,212245,1656057600000,1624522157000,USD,1.0,0.0003,ETH,3063.65,ETH-24JUN22,1650479507496,open,0.13,23109.0,0.0765,0.1765,0.119718,65.87,0.1245,0.0,3054.84,3054.84,65.43,0.119,136.0,0.121,187.0,66.65,41.0,-4.2308,0.12,0.13,5.02361,-2.56267,2.5205,0.00046,0.58484
ETH-27MAY22-2400-P,0.0005,0.0003,2400.0,month,ETH,False,ETH,put,1,0.0003,option,True,212229,1653638400000,1645689660000,USD,1.0,0.0003,ETH,3057.5,ETH-27MAY22,1650479507825,open,0.01,8737.0,0.0005,0.0465,0.015269,72.67,0.0141,0.0,3055.18,3055.18,71.45,0.0145,989.0,0.0155,209.0,73.02,1278.0,-9.0323,0.0125,0.0155,1.95212,-1.93996,-0.41871,0.00029,-0.12144
ETH-30SEP22-15000-C,0.0005,0.0003,15000.0,month,ETH,False,ETH,call,1,0.0003,option,True,212233,1664524800000,1632384590000,USD,1.0,0.0003,ETH,3098.48,ETH-30SEP22,1650479507825,open,0.0,5889.0,0.0001,0.0215,0.002196,92.46,0.002,0.0,3055.18,3055.18,91.51,0.002,25.0,0.0025,210.0,93.82,2.0,0.0,0.002,0.002,0.66026,-0.18778,0.13956,2e-05,0.01231
ETH-22APR22-2200-C,0.0005,0.0003,2200.0,week,ETH,False,ETH,call,1,0.0003,option,True,212243,1650614400000,1648713605000,USD,1.0,0.0003,ETH,3055.05,ETH-22APR22,1650479507826,open,0.29,0.0,0.258,0.3005,0.27986,97.93,,0.0,3055.18,3055.18,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,-4e-05,0.09409,0.0,1.0
ETH-6MAY22-3000-C,0.0005,0.0003,3000.0,week,ETH,False,ETH,call,1,0.0003,option,True,214681,1651824000000,1649923260000,USD,1.0,0.0003,ETH,3052.84,SYN.ETH-6MAY22,1650479507933,open,0.07,410.0,0.0285,0.1055,0.060928,63.43,0.062,0.0,3055.18,3055.18,62.35,0.06,256.0,0.0625,354.0,65.44,330.0,-16.2162,0.062,0.0805,2.4655,-5.02463,0.67409,0.00098,0.57879
ETH-6MAY22-2400-C,0.0005,0.0003,2400.0,week,ETH,False,ETH,call,1,0.0003,option,True,214665,1651824000000,1649923260000,USD,1.0,0.0003,ETH,3052.84,SYN.ETH-6MAY22,1650479507830,open,0.23,0.0,0.1905,0.2505,0.217493,75.45,,0.0,3055.18,3055.18,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.6744,-1.63487,0.9503,0.00022,0.94764
ETH-29APR22-3700-P,0.0005,0.0003,3700.0,month,ETH,False,ETH,put,1,0.0003,option,True,212239,1651219200000,1648431900000,USD,1.0,0.0003,ETH,3051.29,ETH-29APR22,1650479507825,open,0.2,55.0,0.1775,0.2585,0.213954,67.22,0.1415,0.0,3055.18,3055.18,0.0,0.0,0.0,0.8,1.0,500.0,30.0,0.0,0.1415,0.1415,0.35519,-1.39445,-0.84425,0.00024,-0.9657
ETH-31MAR23-2500-P,0.0005,0.0003,2500.0,month,ETH,False,ETH,put,1,0.0003,option,True,212228,1680249600000,1648108860000,USD,1.0,0.0003,ETH,3196.28,ETH-31MAR23,1650479508313,open,0.15,1000.0,0.096,0.241,0.154368,73.79,0.1455,0.0,3055.18,3055.18,72.5,0.1505,283.0,0.157,216.0,74.65,,,,,9.68908,-1.03753,-11.94876,0.00014,-0.2416
ETH-30SEP22-3000-C,0.0005,0.0003,3000.0,month,ETH,False,ETH,call,1,0.0003,option,True,212202,1664524800000,1632384590000,USD,1.0,0.0003,ETH,3098.82,ETH-30SEP22,1650479507827,open,0.2,10261.0,0.142,0.2735,0.198657,70.23,0.2075,0.0,3055.18,3055.18,69.95,0.198,117.0,0.2005,106.0,70.94,1.0,0.0,0.2075,0.2075,7.87891,-1.70202,5.80395,0.00026,0.61925
ETH-30SEP22-5000-P,0.0005,0.0003,5000.0,month,ETH,False,ETH,put,1,0.0003,option,True,212200,1664524800000,1632384590000,USD,1.0,0.0003,ETH,3098.82,ETH-30SEP22,1650479507827,open,0.64,1406.0,0.588,0.758,0.659414,69.65,0.703,0.0,3055.18,3055.18,64.98,0.6505,70.0,0.6625,70.0,71.32,,,,,6.00602,-1.28665,-19.96307,0.0002,-0.78723
ETH-6MAY22-2000-C,0.0005,0.0003,2000.0,week,ETH,False,ETH,call,1,0.0003,option,True,214661,1651824000000,1649923260000,USD,1.0,0.0003,ETH,3052.84,SYN.ETH-6MAY22,1650479507829,open,0.35,0.0,0.325,0.3705,0.345627,93.06,,0.0,3055.18,3055.18,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.17975,-0.53747,0.83762,5e-05,0.98919
ETH-29APR22-3900-C,0.0005,0.0003,3900.0,month,ETH,False,ETH,call,1,0.0003,option,True,214093,1651219200000,1649012820000,USD,1.0,0.0003,ETH,3051.63,ETH-29APR22,1650479508312,open,0.0,1643.0,0.0001,0.0155,0.000669,73.69,0.001,0.0,3055.18,3055.18,70.79,0.0005,161.0,0.001,1755.0,78.11,9.0,0.0,0.001,0.001,0.1983,-0.85346,0.01178,0.00012,0.01713
ETH-30SEP22-9000-C,0.0005,0.0003,9000.0,month,ETH,False,ETH,call,1,0.0003,option,True,212104,1664524800000,1632384590000,USD,1.0,0.0003,ETH,3098.48,ETH-30SEP22,1650479508313,open,0.01,6830.0,0.0001,0.0375,0.006882,78.81,0.007,0.0,3055.18,3055.18,78.12,0.0065,543.0,0.0075,49.0,79.89,5.0,-6.6667,0.007,0.0075,1.73972,-0.42173,0.441,5e-05,0.03884
ETH-31MAR23-1000-C,0.0005,0.0003,1000.0,month,ETH,False,ETH,call,1,0.0003,option,True,215019,1680249600000,1650274620000,USD,1.0,0.0003,ETH,3196.62,ETH-31MAR23,1650479507829,open,0.71,0.0,0.685,0.7405,0.706269,89.43,,0.0,3055.18,3055.18,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.5783,-0.33459,7.71002,3e-05,0.96179
